id,visitors
air_00a91d42b08b08d9_2017-04-23,1.7807783406318185
air_00a91d42b08b08d9_2017-04-24,21.881015731941975
air_00a91d42b08b08d9_2017-04-25,29.387430002583937
air_00a91d42b08b08d9_2017-04-26,27.77467607586894
air_00a91d42b08b08d9_2017-04-27,33.32017932160336
air_00a91d42b08b08d9_2017-04-28,39.50744825557473
air_00a91d42b08b08d9_2017-04-29,9.294068187056983
air_00a91d42b08b08d9_2017-04-30,1.989549631326346
air_00a91d42b08b08d9_2017-05-01,14.975574897822634
air_00a91d42b08b08d9_2017-05-02,17.593321205014924
air_00a91d42b08b08d9_2017-05-03,34.2520686175574
air_00a91d42b08b08d9_2017-05-04,32.15745778384372
air_00a91d42b08b08d9_2017-05-05,30.102465832326388
air_00a91d42b08b08d9_2017-05-06,11.102516395334312
air_00a91d42b08b08d9_2017-05-07,1.670282725080626
air_00a91d42b08b08d9_2017-05-08,23.488980204464468
air_00a91d42b08b08d9_2017-05-09,30.176715841846388
air_00a91d42b08b08d9_2017-05-10,30.173154262869204
air_00a91d42b08b08d9_2017-05-11,24.087147630981892
air_00a91d42b08b08d9_2017-05-12,41.07292005246276
air_00a91d42b08b08d9_2017-05-13,9.778627912626266
air_00a91d42b08b08d9_2017-05-14,1.5945579339604654
air_00a91d42b08b08d9_2017-05-15,18.97422604572826
air_00a91d42b08b08d9_2017-05-16,27.206097670281263
air_00a91d42b08b08d9_2017-05-17,29.89396686850963
air_00a91d42b08b08d9_2017-05-18,27.985687330279674
air_00a91d42b08b08d9_2017-05-19,37.93607023582825
air_00a91d42b08b08d9_2017-05-20,13.596854375366167
air_00a91d42b08b08d9_2017-05-21,2.067349373677115
air_00a91d42b08b08d9_2017-05-22,18.27731580856927
air_00a91d42b08b08d9_2017-05-23,32.46567499916394
air_00a91d42b08b08d9_2017-05-24,26.867796996354226
air_00a91d42b08b08d9_2017-05-25,31.225956553575692
air_00a91d42b08b08d9_2017-05-26,32.16913542940791
air_00a91d42b08b08d9_2017-05-27,10.695458355193306
air_00a91d42b08b08d9_2017-05-28,1.701920077041227
air_00a91d42b08b08d9_2017-05-29,18.9085724943539
air_00a91d42b08b08d9_2017-05-30,28.390755806359866
air_00a91d42b08b08d9_2017-05-31,34.41064322171843
air_0164b9927d20bcc3_2017-04-23,34.81414138815027
air_0164b9927d20bcc3_2017-04-24,4.89341414127624
air_0164b9927d20bcc3_2017-04-25,4.198216232064956
air_0164b9927d20bcc3_2017-04-26,5.512166311244263
air_0164b9927d20bcc3_2017-04-27,6.846405809599911
air_0164b9927d20bcc3_2017-04-28,10.03270933602577
air_0164b9927d20bcc3_2017-04-29,5.885424124446889
air_0164b9927d20bcc3_2017-04-30,36.5698234261608
air_0164b9927d20bcc3_2017-05-01,5.291680008009533
air_0164b9927d20bcc3_2017-05-02,10.230746819280787
air_0164b9927d20bcc3_2017-05-03,6.253283910379113
air_0164b9927d20bcc3_2017-05-04,3.8491286560473865
air_0164b9927d20bcc3_2017-05-05,13.520180573438394
air_0164b9927d20bcc3_2017-05-06,2.0004417130112837
air_0164b9927d20bcc3_2017-05-07,17.951968343234796
air_0164b9927d20bcc3_2017-05-08,6.3528256766646125
air_0164b9927d20bcc3_2017-05-09,7.297344145258339
air_0164b9927d20bcc3_2017-05-10,4.178922919412109
air_0164b9927d20bcc3_2017-05-11,5.046744881209824
air_0164b9927d20bcc3_2017-05-12,7.464578435820345
air_0164b9927d20bcc3_2017-05-13,13.890052749452193
air_0164b9927d20bcc3_2017-05-14,26.880116582866894
air_0164b9927d20bcc3_2017-05-15,5.995837455811535
air_0164b9927d20bcc3_2017-05-16,4.439442336426601
air_0164b9927d20bcc3_2017-05-17,3.9834861198062805
air_0164b9927d20bcc3_2017-05-18,3.354183027215969
air_0164b9927d20bcc3_2017-05-19,6.554664638234251
air_0164b9927d20bcc3_2017-05-20,5.142570641053976
air_0164b9927d20bcc3_2017-05-21,33.00214359793146
air_0164b9927d20bcc3_2017-05-22,4.91657391929139
air_0164b9927d20bcc3_2017-05-23,3.9637935673473477
air_0164b9927d20bcc3_2017-05-24,5.18786183886527
