id,visitors
air_00a91d42b08b08d9_2017-04-23,1.9246950149536133
air_00a91d42b08b08d9_2017-04-24,16.658777236938477
air_00a91d42b08b08d9_2017-04-25,20.383695602416992
air_00a91d42b08b08d9_2017-04-26,28.903099060058594
air_00a91d42b08b08d9_2017-04-27,30.839658737182617
air_00a91d42b08b08d9_2017-04-28,37.41912078857422
air_00a91d42b08b08d9_2017-04-29,13.311421394348145
air_00a91d42b08b08d9_2017-04-30,1.9847972393035889
air_00a91d42b08b08d9_2017-05-01,16.360586166381836
air_00a91d42b08b08d9_2017-05-02,18.71132469177246
air_00a91d42b08b08d9_2017-05-03,30.73735809326172
air_00a91d42b08b08d9_2017-05-04,30.010465621948242
air_00a91d42b08b08d9_2017-05-05,34.233116149902344
air_00a91d42b08b08d9_2017-05-06,10.634510040283203
air_00a91d42b08b08d9_2017-05-07,1.8327631950378418
air_00a91d42b08b08d9_2017-05-08,16.072021484375
air_00a91d42b08b08d9_2017-05-09,19.17775535583496
air_00a91d42b08b08d9_2017-05-10,26.73038673400879
air_00a91d42b08b08d9_2017-05-11,28.373638153076172
air_00a91d42b08b08d9_2017-05-12,34.988433837890625
air_00a91d42b08b08d9_2017-05-13,10.948127746582031
air_00a91d42b08b08d9_2017-05-14,1.8636775016784668
air_00a91d42b08b08d9_2017-05-15,16.46169662475586
air_00a91d42b08b08d9_2017-05-16,19.772701263427734
air_00a91d42b08b08d9_2017-05-17,27.548809051513672
air_00a91d42b08b08d9_2017-05-18,29.39766502380371
air_00a91d42b08b08d9_2017-05-19,36.243064880371094
air_00a91d42b08b08d9_2017-05-20,11.290410995483398
air_00a91d42b08b08d9_2017-05-21,1.9329984188079834
air_00a91d42b08b08d9_2017-05-22,16.708911895751953
air_00a91d42b08b08d9_2017-05-23,20.007152557373047
air_00a91d42b08b08d9_2017-05-24,27.65215492248535
air_00a91d42b08b08d9_2017-05-25,30.05453872680664
air_00a91d42b08b08d9_2017-05-26,37.31547164916992
air_00a91d42b08b08d9_2017-05-27,11.789024353027344
air_00a91d42b08b08d9_2017-05-28,2.0129878520965576
air_00a91d42b08b08d9_2017-05-29,17.45184326171875
air_00a91d42b08b08d9_2017-05-30,20.74521827697754
air_00a91d42b08b08d9_2017-05-31,28.509998321533203
air_0164b9927d20bcc3_2017-04-23,18.285232543945312
air_0164b9927d20bcc3_2017-04-24,6.085007190704346
air_0164b9927d20bcc3_2017-04-25,7.823012351989746
air_0164b9927d20bcc3_2017-04-26,7.808829307556152
air_0164b9927d20bcc3_2017-04-27,9.3553466796875
air_0164b9927d20bcc3_2017-04-28,10.485033988952637
air_0164b9927d20bcc3_2017-04-29,4.93016242980957
